msoa11_cd,msoa11_hclnm,subgroup_code,subgroup_name,all_ages,wk_05,wk_06,wk_07,wk_08,wk_09,wk_10,wk_11,wk_12,wk_13,wk_14,wk_15,wk_16,wk_17,wk_18,wk_19,wk_20,wk_21,wk_22,wk_23,wk_24,wk_25,wk_26,wk_27,wk_28,wk_29,wk_30,wk_31,wk_32,wk_33,wk_34,wk_35,wk_36,wk_37,wk_38,wk_39,wk_40,wk_41,wk_42
E02002239,Bierley & Tong,8d2,Hard-Pressed Ethnic Mix,11119,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,11,5,7,8,19,7,5,6,NA,6,3,NA,NA,NA,NA,5,9,4,3,NA,NA,4,9,13,33,53,33
E02002240,Queensbury,6b2,White Suburban Communities,11015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,6,6,7,7,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,10,NA,4,12,17,21,26,34
E02002241,Buttershaw,8d2,Hard-Pressed Ethnic Mix,12134,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,6,5,11,5,62,12,NA,3,3,NA,NA,3,NA,NA,NA,3,3,5,NA,4,8,19,26,41,43,41
E02002242,Low Moor,6b1,Multi-Ethnic Suburbia,7843,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,7,3,5,7,NA,4,5,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,5,6,4,15,33,37,38
E02002243,Wyke,8d2,Hard-Pressed Ethnic Mix,9364,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,6,8,4,NA,3,NA,NA,4,NA,3,NA,NA,NA,NA,NA,3,NA,4,6,11,14,26,50
E02002244,Illingworth & Ogden,6b3,Semi-Detached Ageing,6218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,8,9,9,14,10,12
E02002245,Mixenden,8d1,Young Hard-Pressed Families,5428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,4,6,4,14
E02002246,Northowram & Shelf,5a1,White Professionals,9581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,6,5,3,4,NA,15,24,32,35
E02002247,Hebden Bridge,5a3,Families in Terraces and Flats,9243,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,7,12,21,18
E02002248,Wheatley & Ovenden West,8d1,Young Hard-Pressed Families,7827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,7,10,11,9,16
E02002249,Ovenden East,8b1,Deprived Blue-Collar Terraces,5630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,10,5,19,15
E02002250,Mytholmroyd & Cragg Vale,5a1,White Professionals,8561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,14,19,26
E02002251,Central Halifax & Boothtown,7a2,Hampered Aspiration,8729,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,6,3,NA,3,4,NA,NA,NA,NA,NA,4,NA,NA,NA,3,3,NA,NA,4,8,13,12,15,18,28
E02002252,Norton Tower & Mount Tabor,6b3,Semi-Detached Ageing,6787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,4,5,NA,4,4,NA,NA,5,7,5,5,7,19
E02002253,Pellon West & Highroad Well,4b2,Pakistani Communities,8837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,NA,NA,8,5,3,NA,3,8,7,10,12,26,19,8,4,15,8,15,14,4,12,22
E02002254,Hipperholme,5a1,White Professionals,6282,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,5,NA,NA,4,13,21,10
E02002255,Pellon East,4b2,Pakistani Communities,8089,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,NA,7,NA,5,6,4,NA,3,NA,14,6,4,6,21,22,30,16,7,5,10,8,16,12,26,18,37
E02002256,Todmorden West & Cornholme,5a1,White Professionals,9554,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,4,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,6,NA,NA,3,NA,15,26,33
E02002257,King Cross,4b2,Pakistani Communities,6831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,5,3,NA,NA,NA,NA,4,NA,NA,11,4,7,16,11,14,15,7,11,7,5,6,11,19,30
E02002258,Clifton & Bailiff Bridge,5a1,White Professionals,9218,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,3,NA,NA,5,5,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,5,13,29,37
E02002259,Savile Park,5a3,Families in Terraces and Flats,7121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,6,NA,3,NA,NA,NA,NA,NA,NA,NA,7,NA,5,5,3,4,NA,NA,3,9,NA,6,34,38,28
E02002260,Sowerby Bridge,8b1,Deprived Blue-Collar Terraces,9369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,4,22,19,21
E02002261,Southowram & Siddal,5a1,White Professionals,8304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,6,7,7,8,12,27,22
E02002262,Brighouse,5a1,White Professionals,7951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,5,4,NA,5,7,8,23,41
E02002263,Sowerby & Luddendenfoot,8c1,Ageing Industrious Workers,6510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,NA,4,10,14,12
E02002264,Skircoat Green,5a1,White Professionals,7085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,5,5,11,9,8,21
E02002265,Todmorden East & Walsden,5a1,White Professionals,5704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,12,14,14
E02002266,Rastrick East,6b2,White Suburban Communities,5787,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,5,10,7,25,21
E02002267,Rastrick West,6b2,White Suburban Communities,7934,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,12,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,18,22,29
E02002268,Elland,5a1,White Professionals,10625,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,6,NA,NA,NA,NA,NA,11,14,19,30
E02002269,Greetland & Stainland,6b2,White Suburban Communities,9522,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,NA,NA,NA,6,3,6,14,25,35
E02002270,"Ripponden, Rishworth & Barkisland",1b2,Rural White-Collar Workers,8728,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,6,9,11,19,15,23
E02002271,Birkenshaw,6b2,White Suburban Communities,7283,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,3,3,13,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,21,24,36
E02002272,Birstall,6b3,Semi-Detached Ageing,9689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,5,6,8,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11,24,25,28
E02002273,Scholes & Hunsworth,6b2,White Suburban Communities,6793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,12,3,NA,4,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,14,12,13,29
E02002274,Gomersal,6b2,White Suburban Communities,7260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,8,30,37,17
E02002275,Cleckheaton,5a1,White Professionals,8602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,5,4,3,15,6,8,4,3,NA,NA,3,3,4,NA,5,NA,NA,NA,3,3,11,17,25,30,26
E02002276,"Wilton Park, Carlinghow & Brookroyd",6b1,Multi-Ethnic Suburbia,7550,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,7,NA,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,3,5,5,5,6,19,14,29
E02002277,Upper Batley & Soothill,4b2,Pakistani Communities,6898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,4,4,NA,NA,NA,NA,NA,5,5,NA,3,3,NA,4,NA,4,4,5,NA,8,11,7,8,24,35
E02002278,Hightown & Hartshead Moor,8a1,Industrious Transitions,6801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,4,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,11,21,24
E02002279,"Liversedge, Littletown & Millbridge",8d1,Young Hard-Pressed Families,6243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,5,8,24,26
E02002280,Batley Central,4b2,Pakistani Communities,6996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,8,4,9,5,9,5,9,5,4,3,14,10,9,14,20,27
E02002281,Heckmondwike North,4b2,Pakistani Communities,11709,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,3,3,8,NA,NA,NA,5,3,3,8,7,6,10,9,6,7,10,4,7,15,27,17,26,33,38
E02002282,Staincliffe & Healey,4b2,Pakistani Communities,7665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,5,NA,NA,NA,6,8,12,13,7,3,NA,7,4,6,4,3,14,7,22,23,33
E02002283,Batley Carr & Mount Pleasant,4b2,Pakistani Communities,7585,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,6,17,4,4,5,3,3,5,NA,8,20,8,9,15,26,36
E02002284,Shaw Cross & Hanging Heaton,5a1,White Professionals,6133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,6,NA,NA,NA,NA,NA,7,3,4,NA,NA,7,6,6,24,23,19
E02002285,"Heckmondwike Town, Norristhorpe & Roberttown",6b2,White Suburban Communities,8162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,9,3,NA,NA,3,NA,NA,NA,3,NA,4,NA,3,NA,NA,NA,NA,NA,3,6,9,5,22,32,61
E02002286,Dewsbury Moor Upper,7a3,Multi-Ethnic Hardship,6581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,7,6,NA,NA,NA,NA,NA,13,12,NA,NA,3,NA,6,4,6,6,8,6,3,8,8,17,20
E02002287,Dewsbury Central & Westborough,4b2,Pakistani Communities,7463,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,8,5,NA,3,NA,NA,6,NA,NA,4,7,11,NA,6,5,9,4,6,7,12,NA,14,13,25,30
E02002288,Earlsheaton & Chickenley,8d1,Young Hard-Pressed Families,9813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,9,9,7,3,NA,NA,5,3,NA,NA,NA,NA,NA,25,9,24,NA,NA,3,10,6,6,10,17,19
E02002289,Dewsbury Moor Lower & Westtown,4b2,Pakistani Communities,7012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,7,5,7,17,7,15,8,3,6,17,14,9,12,24,17,9,21,26,15
E02002290,Northorpe & Crossley,6b2,White Suburban Communities,6387,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,6,8,6,8,19,24
E02002291,Battyeford,5b2,Communal Retirement,6604,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,9,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,17,11
E02002292,Bradley & North Fixby,6a1,Indian Tech Achievers,5752,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,5,10,NA,NA,NA,NA,NA,NA,4,NA,3,NA,5,NA,NA,NA,3,NA,3,NA,4,5,10,15,20,18
E02002293,Ravensthorpe,4b2,Pakistani Communities,9252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,3,7,NA,7,NA,4,6,17,11,15,6,NA,12,3,11,7,5,7,8,15,28,24,31,21,35
E02002294,Dewsbury Savile Town & Thornhill Lees,4b2,Pakistani Communities,11005,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,3,14,3,3,5,5,8,25,14,5,4,4,10,9,7,7,6,11,40,22,26,58,46
E02002295,Deighton & Brackenhall,4a1,Private Renting Young Families,7339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,6,5,NA,NA,NA,NA,18,10,4,NA,NA,3,NA,NA,NA,NA,NA,4,3,NA,7,6,5,20,8
E02002296,Mirfield Central & Hopton,5a1,White Professionals,6952,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,14,19,25,21
E02002297,Cowcliffe & South Fixby,4c1,Achieving Minorities,6863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,8,10,9,16,22,21
E02002298,Thornhill,8a2,Industrious Hardship,6745,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,7,NA,NA,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,8,25,20,16
E02002299,Huddersfield Leeds Road & Fartown,4a1,Private Renting Young Families,7569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,4,NA,NA,NA,NA,NA,NA,NA,4,6,3,6,12,16,12,22
E02002300,North Lindley & Birchencliffe,5a2,Multi-Ethnic Professionals with Families,8057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,3,NA,NA,NA,NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,5,6,14,20,14
E02002301,Birkby,4b2,Pakistani Communities,8476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,4,NA,NA,NA,9,NA,NA,5,6,7,14,NA,3,4,9,7,8,5,10,9,3,4,10,19,21
E02002302,Kirkheaton,6b2,White Suburban Communities,6278,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,5,3,7,14,13,21
E02002303,Oakes & South Lindley,4a1,Private Renting Young Families,6595,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,NA,4,NA,5,NA,5,5,14,3,6,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,4,7,15,19,25
E02002304,Edgerton & Marsh,4b1,Asian Terraces and Flats,6903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,3,3,14,24,32
E02002305,Rawthorpe,4a1,Private Renting Young Families,6252,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,4,14,9,14
E02002306,"Scapegoat Hill, Outlane & West Golcar",6b2,White Suburban Communities,6122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,9,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,5,10,11,19
E02002307,Dalton Long Lane,8d2,Hard-Pressed Ethnic Mix,5904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,NA,9,7,10,26
E02002308,Longwood & Quarmby,5a1,White Professionals,6450,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,7,7,13,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,6,3,NA,NA,9,NA,5,12,12,16,12
E02002309,Paddock & Greenhead,4b2,Pakistani Communities,7062,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,12,12,29,33
E02002310,Moldgreen & Ravensknowle Park,4a2,Social Renting New Arrivals,5988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,4,10,9,13,11
E02002311,Golcar,5a1,White Professionals,6542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,11,16,21
E02002312,"Aspley, Longley & University",4a1,Private Renting Young Families,10953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,3,NA,3,NA,NA,3,3,5,NA,NA,NA,NA,NA,3,NA,NA,NA,3,5,4,9,18,13,17
E02002313,Lockwood,4b2,Pakistani Communities,8351,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,3,4,3,NA,NA,7,NA,3,4,NA,6,NA,3,9,NA,5,4,10,11,7,10,29,21,19
E02002314,Almondbury & Waterloo,4a1,Private Renting Young Families,5901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,NA,NA,5,28,NA,4,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,6,NA,13,8,7,21
E02002315,Cowlersley & Milnsbridge,5a3,Families in Terraces and Flats,6829,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,3,NA,9,7
E02002316,"Lepton, Grange Moor & Flockton",8a1,Industrious Transitions,6505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13,15,13,13
E02002317,Crosland Moor,4b2,Pakistani Communities,7482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,4,NA,NA,NA,NA,6,4,5,22,30
E02002318,"Primrose Hill, Newsome & Berry Brow",5a2,Multi-Ethnic Professionals with Families,6405,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,4,3,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,7,8,13,9,8,18
E02002319,Slaithwaite & Linthwaite,5a1,White Professionals,6785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,4,6,8
E02002320,Netherton & South Crosland,6b2,White Suburban Communities,6173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,3,10,7,15
E02002321,Kirkburton & Farnley Tyas,6b2,White Suburban Communities,6957,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,20,15,21
E02002322,Marsden & Pole Moor,5a1,White Professionals,6429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,11,12
E02002323,Honley & Brockholes,6b2,White Suburban Communities,8457,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,9,8,14,14
E02002324,Emley & Skelmanthorpe,6b2,White Suburban Communities,6726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,19,6,8,11,5,13
E02002325,Meltham,6b2,White Suburban Communities,8952,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,6,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,10,20,13
E02002326,Shelley & Shepley,6b2,White Suburban Communities,6258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,4,10,10,13,6
E02002327,"Denby Dale, Cumberworth & Clayton West",6b2,White Suburban Communities,9990,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,3,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,11,18,NA,13,15,26,36
E02002328,Upperthong & Holmbridge,6b2,White Suburban Communities,7076,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,3,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,11,5,8
E02002329,"Holmfirth, New Mill & Hepworth",6b2,White Suburban Communities,12223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,15,15,22,18
E02002330,Wetherby West,6a2,Comfortable Suburbia,6572,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,10,18,11
E02002331,Wetherby East & Thorp Arch,5b2,Communal Retirement,7029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,3,5,5,20,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,14,20,15
E02002332,Otley North,5b3,Self-Sufficient Retirement,6143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,14,14,15
E02002333,Otley South,5a1,White Professionals,7637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,10,10,18
E02002334,Boston Spa & Bramham,5b3,Self-Sufficient Retirement,7110,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,8,3,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,12,10,24,12
E02002335,"Collingham, Rigton & Harewood",6a2,Comfortable Suburbia,7500,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,3,6,8,14,24,13
E02002336,Bramhope & Pool-in-Wharfedale,6a4,Ageing in Suburbia,6596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,12,17,10
E02002337,Guiseley North & West,6b2,White Suburban Communities,7388,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,3,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10,3,4,10,11,18
E02002338,Guiseley East & South,6b2,White Suburban Communities,6817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16,17,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,8,10,20
E02002339,Yeadon West,5a1,White Professionals,5351,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,6,9,19
E02002340,Yeadon East,5a1,White Professionals,5554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,NA,NA,4,10,3,20
